CAND_ID,Similarity_Score,Skill Match %,Final_Score,Matched Skills,Missing Skills
CAND_1826,2.15,10.0,5.29,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_2225,2.12,10.0,5.27,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_302,2.12,10.0,5.27,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_944,2.11,10.0,5.27,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1879,8.79,0.0,5.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2333,8.77,0.0,5.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_375,8.77,0.0,5.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1518,2.08,10.0,5.25,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1688,8.71,0.0,5.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2462,8.71,0.0,5.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1712,2.03,10.0,5.22,Git,"AWS, Docker, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_291,2.03,10.0,5.22,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1068,1.99,10.0,5.19,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1930,8.63,0.0,5.18,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_295,1.93,10.0,5.16,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1720,8.6,0.0,5.16,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2198,1.94,10.0,5.16,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_229,1.84,10.0,5.1,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1274,1.8,10.0,5.08,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_303,1.79,10.0,5.07,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1107,1.78,10.0,5.07,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1721,8.44,0.0,5.06,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1185,1.77,10.0,5.06,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_253,1.75,10.0,5.05,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1878,1.73,10.0,5.04,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1345,1.71,10.0,5.03,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1134,1.7,10.0,5.02,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1357,1.68,10.0,5.01,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1538,1.67,10.0,5.0,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1239,1.67,10.0,5.0,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_224,1.67,10.0,5.0,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1196,1.58,10.0,4.95,Git,"AWS, Docker, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1735,8.23,0.0,4.94,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1725,8.2,0.0,4.92,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_050,1.53,10.0,4.92,Git,"AWS, Docker, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_282,1.47,10.0,4.88,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_2136,1.46,10.0,4.88,Python,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn"
CAND_1114,1.41,10.0,4.85,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1162,1.37,10.0,4.82,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1105,8.03,0.0,4.82,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_284,1.37,10.0,4.82,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1726,8.02,0.0,4.81,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1856,1.34,10.0,4.8,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_319,1.33,10.0,4.8,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1736,7.98,0.0,4.79,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1488,1.26,10.0,4.76,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_523,1.26,10.0,4.76,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1328,7.86,0.0,4.72,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1186,1.2,10.0,4.72,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1699,7.87,0.0,4.72,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1266,1.19,10.0,4.71,Git,"AWS, Docker, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2221,1.09,10.0,4.65,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1537,1.0,10.0,4.6,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1887,0.99,10.0,4.59,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_2476,7.64,0.0,4.58,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1810,0.97,10.0,4.58,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1899,0.97,10.0,4.58,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1974,0.95,10.0,4.57,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1759,7.62,0.0,4.57,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1007,0.9,10.0,4.54,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_2433,7.39,0.0,4.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2077,0.69,10.0,4.41,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn"
CAND_1704,7.32,0.0,4.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2026,7.27,0.0,4.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1069,7.17,0.0,4.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2425,7.16,0.0,4.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1796,7.13,0.0,4.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_350,7.11,0.0,4.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1739,7.08,0.0,4.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_145,7.07,0.0,4.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1305,0.4,10.0,4.24,Git,"AWS, Docker, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2431,7.03,0.0,4.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1355,6.98,0.0,4.19,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1936,6.97,0.0,4.18,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1091,6.97,0.0,4.18,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_254,6.89,0.0,4.13,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1751,6.88,0.0,4.13,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1085,6.87,0.0,4.12,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1741,6.79,0.0,4.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1624,6.78,0.0,4.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1731,6.77,0.0,4.06,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_715,0.09,10.0,4.05,Machine Learning,"AWS, Docker, Git, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1791,6.69,0.0,4.01,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_416,6.69,0.0,4.01,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2397,6.65,0.0,3.99,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_126,6.64,0.0,3.98,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_506,6.64,0.0,3.98,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1234,6.5,0.0,3.9,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1713,6.48,0.0,3.89,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2417,6.49,0.0,3.89,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1706,6.46,0.0,3.88,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1646,6.38,0.0,3.83,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1696,6.35,0.0,3.81,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1743,6.35,0.0,3.81,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1772,6.31,0.0,3.79,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1779,6.27,0.0,3.76,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_169,6.25,0.0,3.75,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_210,6.25,0.0,3.75,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_165,6.24,0.0,3.74,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_257,6.14,0.0,3.68,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1453,6.14,0.0,3.68,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1615,6.14,0.0,3.68,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_270,6.11,0.0,3.67,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1806,6.06,0.0,3.64,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1005,6.06,0.0,3.64,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1006,6.04,0.0,3.62,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_227,6.0,0.0,3.6,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_427,5.98,0.0,3.59,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1941,5.95,0.0,3.57,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2316,5.93,0.0,3.56,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2436,5.89,0.0,3.53,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1710,5.86,0.0,3.52,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_342,5.79,0.0,3.47,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_132,5.78,0.0,3.47,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1755,5.75,0.0,3.45,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_362,5.74,0.0,3.44,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1959,5.7,0.0,3.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2037,5.7,0.0,3.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1211,5.7,0.0,3.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_347,5.69,0.0,3.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1698,5.66,0.0,3.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2460,5.65,0.0,3.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1405,5.65,0.0,3.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2306,5.64,0.0,3.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2475,5.63,0.0,3.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1771,5.62,0.0,3.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1789,5.61,0.0,3.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_671,5.61,0.0,3.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_423,5.56,0.0,3.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_143,5.53,0.0,3.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2304,5.46,0.0,3.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_159,5.46,0.0,3.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1635,5.45,0.0,3.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_221,5.45,0.0,3.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1174,5.44,0.0,3.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1984,5.41,0.0,3.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1700,5.42,0.0,3.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_606,5.38,0.0,3.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1777,5.35,0.0,3.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2004,5.35,0.0,3.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_214,5.28,0.0,3.17,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_916,5.26,0.0,3.16,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1697,5.24,0.0,3.14,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1832,5.21,0.0,3.13,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1701,5.22,0.0,3.13,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1775,5.08,0.0,3.05,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1734,5.07,0.0,3.04,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1793,5.03,0.0,3.02,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_398,5.03,0.0,3.02,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1994,5.02,0.0,3.01,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2278,5.0,0.0,3.0,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1947,5.0,0.0,3.0,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_149,4.99,0.0,2.99,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1159,4.9,0.0,2.94,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_330,4.89,0.0,2.93,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_324,4.87,0.0,2.92,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1769,4.85,0.0,2.91,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2299,4.81,0.0,2.89,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_905,4.76,0.0,2.86,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2266,4.72,0.0,2.83,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_869,4.68,0.0,2.81,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2079,4.65,0.0,2.79,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1034,4.64,0.0,2.78,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1649,4.61,0.0,2.77,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_417,4.6,0.0,2.76,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1458,4.57,0.0,2.74,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_805,4.57,0.0,2.74,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1801,4.53,0.0,2.72,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_365,4.52,0.0,2.71,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1221,4.52,0.0,2.71,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_370,4.51,0.0,2.71,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1544,4.47,0.0,2.68,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1690,4.43,0.0,2.66,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1499,4.44,0.0,2.66,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_436,4.41,0.0,2.65,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2044,4.41,0.0,2.65,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_395,4.4,0.0,2.64,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2396,4.39,0.0,2.63,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1716,4.37,0.0,2.62,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_431,4.35,0.0,2.61,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_155,4.33,0.0,2.6,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1783,4.28,0.0,2.57,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1632,4.26,0.0,2.56,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2000,4.27,0.0,2.56,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_352,4.27,0.0,2.56,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_917,4.27,0.0,2.56,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_556,4.25,0.0,2.55,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1708,4.25,0.0,2.55,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2451,4.23,0.0,2.54,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1722,4.21,0.0,2.53,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_104,4.22,0.0,2.53,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_438,4.21,0.0,2.53,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1768,4.2,0.0,2.52,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1681,4.19,0.0,2.51,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_390,4.17,0.0,2.5,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_624,4.15,0.0,2.49,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2009,4.14,0.0,2.48,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1744,4.11,0.0,2.47,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1459,4.12,0.0,2.47,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1144,4.1,0.0,2.46,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1745,4.1,0.0,2.46,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_638,4.08,0.0,2.45,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1155,4.06,0.0,2.44,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
