Rank,CAND_ID,Category,Similarity_Score,Skill_Match_Score,Final_Score,Matched_Skills,Missing_Skills,Fit_Justification
83,CAND_1714,ENGINEERING,6.94,10.0,8.16,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1714 shows weak overall alignment (6.94% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
84,CAND_1934,CONSTRUCTION,13.51,0.0,8.11,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1934 shows weak overall alignment (13.51% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
85,CAND_164,DESIGNER,6.84,10.0,8.1,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_164 shows weak overall alignment (6.84% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
86,CAND_195,DESIGNER,13.46,0.0,8.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_195 shows weak overall alignment (13.46% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
87,CAND_2220,BANKING,6.73,10.0,8.04,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_2220 shows weak overall alignment (6.73% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
88,CAND_297,INFORMATION-TECHNOLOGY,6.64,10.0,7.98,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_297 shows weak overall alignment (6.64% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
89,CAND_1041,SALES,6.56,10.0,7.94,Machine Learning,"AWS, Docker, Git, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1041 shows weak overall alignment (6.56% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
90,CAND_949,AGRICULTURE,13.14,0.0,7.88,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_949 shows weak overall alignment (13.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
91,CAND_1805,ENGINEERING,13.14,0.0,7.88,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1805 shows weak overall alignment (13.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
92,CAND_988,BPO,6.42,10.0,7.85,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_988 shows weak overall alignment (6.42% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
93,CAND_1961,CONSTRUCTION,6.42,10.0,7.85,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1961 shows weak overall alignment (6.42% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
94,CAND_2291,ARTS,12.96,0.0,7.78,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2291 shows weak overall alignment (12.96% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
95,CAND_477,ADVOCATE,6.2,10.0,7.72,Python,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn","Candidate CAND_477 shows weak overall alignment (6.2% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn]."
96,CAND_2171,BANKING,5.97,10.0,7.58,Python,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn","Candidate CAND_2171 shows weak overall alignment (5.97% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn]."
97,CAND_1188,CONSULTANT,5.91,10.0,7.55,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1188 shows weak overall alignment (5.91% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
98,CAND_250,INFORMATION-TECHNOLOGY,5.88,10.0,7.53,Python,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn","Candidate CAND_250 shows weak overall alignment (5.88% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn]."
99,CAND_133,DESIGNER,5.82,10.0,7.49,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_133 shows weak overall alignment (5.82% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
100,CAND_1753,ENGINEERING,12.47,0.0,7.48,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1753 shows weak overall alignment (12.47% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
101,CAND_173,DESIGNER,12.41,0.0,7.45,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_173 shows weak overall alignment (12.41% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
102,CAND_500,ADVOCATE,5.62,10.0,7.37,AWS,"Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_500 shows weak overall alignment (5.62% text similarity, 10.0% skill match). Missing critical requirements: [Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
103,CAND_1180,CONSULTANT,5.6,10.0,7.36,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1180 shows weak overall alignment (5.6% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
104,CAND_1780,ENGINEERING,12.27,0.0,7.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1780 shows weak overall alignment (12.27% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
105,CAND_243,INFORMATION-TECHNOLOGY,5.55,10.0,7.33,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_243 shows weak overall alignment (5.55% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
106,CAND_1737,ENGINEERING,5.54,10.0,7.32,Machine Learning,"AWS, Docker, Git, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1737 shows weak overall alignment (5.54% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
107,CAND_2196,BANKING,5.46,10.0,7.28,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_2196 shows weak overall alignment (5.46% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
108,CAND_183,DESIGNER,5.42,10.0,7.25,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_183 shows weak overall alignment (5.42% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
109,CAND_1804,ENGINEERING,12.02,0.0,7.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1804 shows weak overall alignment (12.02% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
110,CAND_2190,BANKING,5.32,10.0,7.19,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_2190 shows weak overall alignment (5.32% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
111,CAND_325,INFORMATION-TECHNOLOGY,5.31,10.0,7.19,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_325 shows weak overall alignment (5.31% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
112,CAND_1709,ENGINEERING,11.97,0.0,7.18,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1709 shows weak overall alignment (11.97% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
113,CAND_277,INFORMATION-TECHNOLOGY,5.23,10.0,7.14,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_277 shows weak overall alignment (5.23% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
114,CAND_1693,ENGINEERING,5.09,10.0,7.05,Python,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn","Candidate CAND_1693 shows weak overall alignment (5.09% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, SQL, Scikit-learn]."
115,CAND_1324,AUTOMOBILE,4.96,10.0,6.98,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1324 shows weak overall alignment (4.96% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
116,CAND_561,BUSINESS-DEVELOPMENT,4.89,10.0,6.93,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_561 shows weak overall alignment (4.89% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
117,CAND_1794,ENGINEERING,4.82,10.0,6.89,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1794 shows weak overall alignment (4.82% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
118,CAND_248,INFORMATION-TECHNOLOGY,4.77,10.0,6.86,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_248 shows weak overall alignment (4.77% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
119,CAND_1181,CONSULTANT,4.73,10.0,6.84,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1181 shows weak overall alignment (4.73% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
120,CAND_1641,APPAREL,4.72,10.0,6.83,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1641 shows weak overall alignment (4.72% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
121,CAND_1138,CONSULTANT,4.72,10.0,6.83,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1138 shows weak overall alignment (4.72% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
122,CAND_1807,ENGINEERING,11.3,0.0,6.78,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1807 shows weak overall alignment (11.3% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
123,CAND_1543,FINANCE,4.63,10.0,6.78,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1543 shows weak overall alignment (4.63% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
124,CAND_1800,ENGINEERING,11.26,0.0,6.76,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1800 shows weak overall alignment (11.26% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
125,CAND_739,HEALTHCARE,4.49,10.0,6.69,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_739 shows weak overall alignment (4.49% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
126,CAND_317,INFORMATION-TECHNOLOGY,4.46,10.0,6.68,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_317 shows weak overall alignment (4.46% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
127,CAND_1938,CONSTRUCTION,4.39,10.0,6.63,AWS,"Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1938 shows weak overall alignment (4.39% text similarity, 10.0% skill match). Missing critical requirements: [Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
128,CAND_092,HR,4.37,10.0,6.62,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_092 shows weak overall alignment (4.37% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
129,CAND_1195,CONSULTANT,4.37,10.0,6.62,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1195 shows weak overall alignment (4.37% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
130,CAND_266,INFORMATION-TECHNOLOGY,4.35,10.0,6.61,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_266 shows weak overall alignment (4.35% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
131,CAND_2089,PUBLIC-RELATIONS,4.32,10.0,6.59,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_2089 shows weak overall alignment (4.32% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
132,CAND_1723,ENGINEERING,10.94,0.0,6.56,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1723 shows weak overall alignment (10.94% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
133,CAND_118,DESIGNER,4.25,10.0,6.55,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_118 shows weak overall alignment (4.25% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
134,CAND_327,INFORMATION-TECHNOLOGY,4.13,10.0,6.48,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_327 shows weak overall alignment (4.13% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
135,CAND_1798,ENGINEERING,4.01,10.0,6.41,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_1798 shows weak overall alignment (4.01% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
136,CAND_2362,ARTS,4.0,10.0,6.4,AWS,"Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2362 shows weak overall alignment (4.0% text similarity, 10.0% skill match). Missing critical requirements: [Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
137,CAND_779,HEALTHCARE,3.99,10.0,6.39,SQL,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn","Candidate CAND_779 shows weak overall alignment (3.99% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, Scikit-learn]."
138,CAND_1260,DIGITAL-MEDIA,3.89,10.0,6.33,Machine Learning,"AWS, Docker, Git, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1260 shows weak overall alignment (3.89% text similarity, 10.0% skill match). Missing critical requirements: [AWS, Docker, Git, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
